MERGE,X,CD_GEOCODM,ESTADO,NM_MUNICIP,Info,lon,lat
 SC-ARAQUARI,4341,420130, SC,ARAQUARI,ARAQUARI,-62.1688572,-12.607055
 SC-ARARANGUÁ,4342,420140, SC,ARARANGUÁ,ARARANGUÁ,-62.1688572,-12.607055
 SC-ARMAZÉM,4343,420150, SC,ARMAZÉM,ARMAZÉM,-62.1688572,-12.607055
 SC-ARROIO TRINTA,4344,420160, SC,ARROIO TRINTA,ARROIO TRINTA,-62.1688572,-12.607055
 SC-ARVOREDO,4345,420165, SC,ARVOREDO,ARVOREDO,-62.1688572,-12.607055
 SC-ASCURRA,4346,420170, SC,ASCURRA,ASCURRA,-62.1688572,-12.607055
 SC-ATALANTA,4347,420180, SC,ATALANTA,ATALANTA,-62.1688572,-12.607055
 SC-AURORA,4348,420190, SC,AURORA,AURORA,-62.1688572,-12.607055
 SC-BALNEÁRIO ARROIO DO SILVA,4349,420195, SC,BALNEÁRIO ARROIO DO SILVA,BALNEÁRIO ARROIO DO SILVA,-62.1688572,-12.607055
 SC-BALNEÁRIO CAMBORIÚ,4350,420200, SC,BALNEÁRIO CAMBORIÚ,BALNEÁRIO CAMBORIÚ,-62.1688572,-12.607055
 SC-BALNEÁRIO BARRA DO SUL,4351,420205, SC,BALNEÁRIO BARRA DO SUL,BALNEÁRIO BARRA DO SUL,-62.1688572,-12.607055
 SC-BALNEÁRIO GAIVOTA,4352,420207, SC,BALNEÁRIO GAIVOTA,BALNEÁRIO GAIVOTA,-62.1688572,-12.607055
 SC-BANDEIRANTE,4353,420208, SC,BANDEIRANTE,BANDEIRANTE,-62.1688572,-12.607055
 SC-BARRA BONITA,4354,420209, SC,BARRA BONITA,BARRA BONITA,-62.1688572,-12.607055
 SC-BARRA VELHA,4355,420210, SC,BARRA VELHA,BARRA VELHA,-62.1688572,-12.607055
 SC-BELA VISTA DO TOLDO,4356,420213, SC,BELA VISTA DO TOLDO,BELA VISTA DO TOLDO,-62.1688572,-12.607055
 SC-BELMONTE,4357,420215, SC,BELMONTE,BELMONTE,-62.1688572,-12.607055
 SC-BENEDITO NOVO,4358,420220, SC,BENEDITO NOVO,BENEDITO NOVO,-62.1688572,-12.607055
 SC-BIGUAÇU,4359,420230, SC,BIGUAÇU,BIGUAÇU,-62.1688572,-12.607055
 SC-BLUMENAU,4360,420240, SC,BLUMENAU,BLUMENAU,-62.1688572,-12.607055
 SC-BOCAINA DO SUL,4361,420243, SC,BOCAINA DO SUL,BOCAINA DO SUL,-62.1688572,-12.607055
 SC-BOMBINHAS,4362,420245, SC,BOMBINHAS,BOMBINHAS,-62.1688572,-12.607055
 SC-BOM JARDIM DA SERRA,4363,420250, SC,BOM JARDIM DA SERRA,BOM JARDIM DA SERRA,-62.1688572,-12.607055
 SC-BOM JESUS,4364,420253, SC,BOM JESUS,BOM JESUS,-62.1688572,-12.607055
 SC-BOM JESUS DO OESTE,4365,420257, SC,BOM JESUS DO OESTE,BOM JESUS DO OESTE,-62.1688572,-12.607055
 SC-BOM RETIRO,4366,420260, SC,BOM RETIRO,BOM RETIRO,-62.1688572,-12.607055
 SC-BOTUVERÁ,4367,420270, SC,BOTUVERÁ,BOTUVERÁ,-62.1688572,-12.607055
 SC-BRAÇO DO NORTE,4368,420280, SC,BRAÇO DO NORTE,BRAÇO DO NORTE,-62.1688572,-12.607055
 SC-BRAÇO DO TROMBUDO,4369,420285, SC,BRAÇO DO TROMBUDO,BRAÇO DO TROMBUDO,-62.1688572,-12.607055
 SC-BRUNÓPOLIS,4370,420287, SC,BRUNÓPOLIS,BRUNÓPOLIS,-62.1688572,-12.607055
 SC-BRUSQUE,4371,420290, SC,BRUSQUE,BRUSQUE,-62.1688572,-12.607055
 SC-CAÇADOR,4372,420300, SC,CAÇADOR,CAÇADOR,-62.1688572,-12.607055
 SC-CAIBI,4373,420310, SC,CAIBI,CAIBI,-62.1688572,-12.607055
 SC-CALMON,4374,420315, SC,CALMON,CALMON,-62.1688572,-12.607055
 SC-CAMBORIÚ,4375,420320, SC,CAMBORIÚ,CAMBORIÚ,-62.1688572,-12.607055
 SC-CAPÃO ALTO,4376,420325, SC,CAPÃO ALTO,CAPÃO ALTO,-62.1688572,-12.607055
 SC-CAMPO ALEGRE,4377,420330, SC,CAMPO ALEGRE,CAMPO ALEGRE,-62.1688572,-12.607055
 SC-CAMPO BELO DO SUL,4378,420340, SC,CAMPO BELO DO SUL,CAMPO BELO DO SUL,-62.1688572,-12.607055
 SC-CAMPO ERÊ,4379,420350, SC,CAMPO ERÊ,CAMPO ERÊ,-62.1688572,-12.607055
 SC-CAMPOS NOVOS,4380,420360, SC,CAMPOS NOVOS,CAMPOS NOVOS,-62.1688572,-12.607055
 SC-CANELINHA,4381,420370, SC,CANELINHA,CANELINHA,-62.1688572,-12.607055
 SC-CANOINHAS,4382,420380, SC,CANOINHAS,CANOINHAS,-62.1688572,-12.607055
 SC-CAPINZAL,4383,420390, SC,CAPINZAL,CAPINZAL,-62.1688572,-12.607055
 SC-CAPIVARI DE BAIXO,4384,420395, SC,CAPIVARI DE BAIXO,CAPIVARI DE BAIXO,-62.1688572,-12.607055
 SC-CATANDUVAS,4385,420400, SC,CATANDUVAS,CATANDUVAS,-62.1688572,-12.607055
 SC-CAXAMBU DO SUL,4386,420410, SC,CAXAMBU DO SUL,CAXAMBU DO SUL,-62.1688572,-12.607055
 SC-CELSO RAMOS,4387,420415, SC,CELSO RAMOS,CELSO RAMOS,-62.1688572,-12.607055
 SC-CERRO NEGRO,4388,420417, SC,CERRO NEGRO,CERRO NEGRO,-62.1688572,-12.607055
 SC-CHAPADÃO DO LAGEADO,4389,420419, SC,CHAPADÃO DO LAGEADO,CHAPADÃO DO LAGEADO,-62.1688572,-12.607055
 SC-CHAPECÓ,4390,420420, SC,CHAPECÓ,CHAPECÓ,-62.1688572,-12.607055
 SC-COCAL DO SUL,4391,420425, SC,COCAL DO SUL,COCAL DO SUL,-62.1688572,-12.607055
 SC-CONCÓRDIA,4392,420430, SC,CONCÓRDIA,CONCÓRDIA,-62.1688572,-12.607055
 SC-CORDILHEIRA ALTA,4393,420435, SC,CORDILHEIRA ALTA,CORDILHEIRA ALTA,-62.1688572,-12.607055
 SC-CORONEL FREITAS,4394,420440, SC,CORONEL FREITAS,CORONEL FREITAS,-62.1688572,-12.607055
 SC-CORONEL MARTINS,4395,420445, SC,CORONEL MARTINS,CORONEL MARTINS,-62.1688572,-12.607055
 SC-CORUPÁ,4396,420450, SC,CORUPÁ,CORUPÁ,-62.1688572,-12.607055
 SC-CORREIA PINTO,4397,420455, SC,CORREIA PINTO,CORREIA PINTO,-62.1688572,-12.607055
 SC-CRICIÚMA,4398,420460, SC,CRICIÚMA,CRICIÚMA,-62.1688572,-12.607055
 SC-CUNHA PORÃ,4399,420470, SC,CUNHA PORÃ,CUNHA PORÃ,-62.1688572,-12.607055
 SC-CUNHATAÍ,4400,420475, SC,CUNHATAÍ,CUNHATAÍ,-62.1688572,-12.607055
 SC-CURITIBANOS,4401,420480, SC,CURITIBANOS,CURITIBANOS,-62.1688572,-12.607055
 SC-DESCANSO,4402,420490, SC,DESCANSO,DESCANSO,-62.1688572,-12.607055
 SC-DIONÍSIO CERQUEIRA,4403,420500, SC,DIONÍSIO CERQUEIRA,DIONÍSIO CERQUEIRA,-62.1688572,-12.607055
 SC-DONA EMMA,4404,420510, SC,DONA EMMA,DONA EMMA,-62.1688572,-12.607055
 SC-DOUTOR PEDRINHO,4405,420515, SC,DOUTOR PEDRINHO,DOUTOR PEDRINHO,-62.1688572,-12.607055
 SC-ENTRE RIOS,4406,420517, SC,ENTRE RIOS,ENTRE RIOS,-62.1688572,-12.607055
 SC-ERMO,4407,420519, SC,ERMO,ERMO,-62.1688572,-12.607055
 SC-ERVAL VELHO,4408,420520, SC,ERVAL VELHO,ERVAL VELHO,-62.1688572,-12.607055
 SC-FAXINAL DOS GUEDES,4409,420530, SC,FAXINAL DOS GUEDES,FAXINAL DOS GUEDES,-62.1688572,-12.607055
 SC-FLOR DO SERTÃO,4410,420535, SC,FLOR DO SERTÃO,FLOR DO SERTÃO,-62.1688572,-12.607055
 SC-FLORIANÓPOLIS,4411,420540, SC,FLORIANÓPOLIS,FLORIANÓPOLIS,-62.1688572,-12.607055
 SC-FORMOSA DO SUL,4412,420543, SC,FORMOSA DO SUL,FORMOSA DO SUL,-62.1688572,-12.607055
 SC-FORQUILHINHA,4413,420545, SC,FORQUILHINHA,FORQUILHINHA,-62.1688572,-12.607055
 SC-FRAIBURGO,4414,420550, SC,FRAIBURGO,FRAIBURGO,-62.1688572,-12.607055
 SC-FREI ROGÉRIO,4415,420555, SC,FREI ROGÉRIO,FREI ROGÉRIO,-62.1688572,-12.607055
 SC-GALVÃO,4416,420560, SC,GALVÃO,GALVÃO,-62.1688572,-12.607055
 SC-GAROPABA,4417,420570, SC,GAROPABA,GAROPABA,-62.1688572,-12.607055
 SC-GARUVA,4418,420580, SC,GARUVA,GARUVA,-62.1688572,-12.607055
 SC-GASPAR,4419,420590, SC,GASPAR,GASPAR,-62.1688572,-12.607055
 SC-GOVERNADOR CELSO RAMOS,4420,420600, SC,GOVERNADOR CELSO RAMOS,GOVERNADOR CELSO RAMOS,-62.1688572,-12.607055
 SC-GRÃO PARÁ,4421,420610, SC,GRÃO PARÁ,GRÃO PARÁ,-62.1688572,-12.607055
 SC-GRAVATAL,4422,420620, SC,GRAVATAL,GRAVATAL,-62.1688572,-12.607055
 SC-GUABIRUBA,4423,420630, SC,GUABIRUBA,GUABIRUBA,-62.1688572,-12.607055
 SC-GUARACIABA,4424,420640, SC,GUARACIABA,GUARACIABA,-62.1688572,-12.607055
 SC-GUARAMIRIM,4425,420650, SC,GUARAMIRIM,GUARAMIRIM,-62.1688572,-12.607055
 SC-GUARUJÁ DO SUL,4426,420660, SC,GUARUJÁ DO SUL,GUARUJÁ DO SUL,-62.1688572,-12.607055
 SC-GUATAMBÚ,4427,420665, SC,GUATAMBÚ,GUATAMBÚ,-62.1688572,-12.607055
 SC-HERVAL D'OESTE,4428,420670, SC,HERVAL D'OESTE,HERVAL D'OESTE,-62.1688572,-12.607055
 SC-IBIAM,4429,420675, SC,IBIAM,IBIAM,-62.1688572,-12.607055
 SC-IBICARÉ,4430,420680, SC,IBICARÉ,IBICARÉ,-62.1688572,-12.607055
 SC-IBIRAMA,4431,420690, SC,IBIRAMA,IBIRAMA,-62.1688572,-12.607055
 SC-IÇARA,4432,420700, SC,IÇARA,IÇARA,-62.1688572,-12.607055
 SC-ILHOTA,4433,420710, SC,ILHOTA,ILHOTA,-62.1688572,-12.607055
 SC-IMARUÍ,4434,420720, SC,IMARUÍ,IMARUÍ,-62.1688572,-12.607055
 SC-IMBITUBA,4435,420730, SC,IMBITUBA,IMBITUBA,-62.1688572,-12.607055
 SC-IMBUIA,4436,420740, SC,IMBUIA,IMBUIA,-62.1688572,-12.607055
 SC-INDAIAL,4437,420750, SC,INDAIAL,INDAIAL,-62.1688572,-12.607055
 SC-IOMERÊ,4438,420757, SC,IOMERÊ,IOMERÊ,-62.1688572,-12.607055
 SC-IPIRA,4439,420760, SC,IPIRA,IPIRA,-62.1688572,-12.607055
 SC-IPORÃ DO OESTE,4440,420765, SC,IPORÃ DO OESTE,IPORÃ DO OESTE,-62.1688572,-12.607055
 SC-IPUAÇU,4441,420768, SC,IPUAÇU,IPUAÇU,-62.1688572,-12.607055
 SC-IPUMIRIM,4442,420770, SC,IPUMIRIM,IPUMIRIM,-62.1688572,-12.607055
 SC-IRACEMINHA,4443,420775, SC,IRACEMINHA,IRACEMINHA,-62.1688572,-12.607055
 SC-IRANI,4444,420780, SC,IRANI,IRANI,-62.1688572,-12.607055
 SC-IRATI,4445,420785, SC,IRATI,IRATI,-62.1688572,-12.607055
 SC-IRINEÓPOLIS,4446,420790, SC,IRINEÓPOLIS,IRINEÓPOLIS,-62.1688572,-12.607055
 SC-ITÁ,4447,420800, SC,ITÁ,ITÁ,-62.1688572,-12.607055
 SC-ITAIÓPOLIS,4448,420810, SC,ITAIÓPOLIS,ITAIÓPOLIS,-62.1688572,-12.607055
 SC-ITAJAÍ,4449,420820, SC,ITAJAÍ,ITAJAÍ,-62.1688572,-12.607055
 SC-ITAPEMA,4450,420830, SC,ITAPEMA,ITAPEMA,-62.1688572,-12.607055
 SC-ITAPIRANGA,4451,420840, SC,ITAPIRANGA,ITAPIRANGA,-62.1688572,-12.607055
 SC-ITAPOÁ,4452,420845, SC,ITAPOÁ,ITAPOÁ,-62.1688572,-12.607055
 SC-ITUPORANGA,4453,420850, SC,ITUPORANGA,ITUPORANGA,-62.1688572,-12.607055
 SC-JABORÁ,4454,420860, SC,JABORÁ,JABORÁ,-62.1688572,-12.607055
 SC-JACINTO MACHADO,4455,420870, SC,JACINTO MACHADO,JACINTO MACHADO,-62.1688572,-12.607055
 SC-JAGUARUNA,4456,420880, SC,JAGUARUNA,JAGUARUNA,-62.1688572,-12.607055
 SC-JARAGUÁ DO SUL,4457,420890, SC,JARAGUÁ DO SUL,JARAGUÁ DO SUL,-62.1688572,-12.607055
 SC-JARDINÓPOLIS,4458,420895, SC,JARDINÓPOLIS,JARDINÓPOLIS,-62.1688572,-12.607055
 SC-JOAÇABA,4459,420900, SC,JOAÇABA,JOAÇABA,-62.1688572,-12.607055
 SC-JOINVILLE,4460,420910, SC,JOINVILLE,JOINVILLE,-62.1688572,-12.607055
 SC-JOSÉ BOITEUX,4461,420915, SC,JOSÉ BOITEUX,JOSÉ BOITEUX,-62.1688572,-12.607055
 SC-JUPIÁ,4462,420917, SC,JUPIÁ,JUPIÁ,-62.1688572,-12.607055
 SC-LACERDÓPOLIS,4463,420920, SC,LACERDÓPOLIS,LACERDÓPOLIS,-62.1688572,-12.607055
 SC-LAGES,4464,420930, SC,LAGES,LAGES,-62.1688572,-12.607055
 SC-LAGUNA,4465,420940, SC,LAGUNA,LAGUNA,-62.1688572,-12.607055
 SC-LAJEADO GRANDE,4466,420945, SC,LAJEADO GRANDE,LAJEADO GRANDE,-62.1688572,-12.607055
 SC-LAURENTINO,4467,420950, SC,LAURENTINO,LAURENTINO,-62.1688572,-12.607055
 SC-LAURO MULLER,4468,420960, SC,LAURO MULLER,LAURO MULLER,-62.1688572,-12.607055
 SC-LEBON RÉGIS,4469,420970, SC,LEBON RÉGIS,LEBON RÉGIS,-62.1688572,-12.607055
 SC-LEOBERTO LEAL,4470,420980, SC,LEOBERTO LEAL,LEOBERTO LEAL,-62.1688572,-12.607055
 SC-LINDÓIA DO SUL,4471,420985, SC,LINDÓIA DO SUL,LINDÓIA DO SUL,-62.1688572,-12.607055
 SC-LONTRAS,4472,420990, SC,LONTRAS,LONTRAS,-62.1688572,-12.607055
 SC-LUIZ ALVES,4473,421000, SC,LUIZ ALVES,LUIZ ALVES,-62.1688572,-12.607055
 SC-LUZERNA,4474,421003, SC,LUZERNA,LUZERNA,-62.1688572,-12.607055
 SC-MACIEIRA,4475,421005, SC,MACIEIRA,MACIEIRA,-62.1688572,-12.607055
 SC-MAFRA,4476,421010, SC,MAFRA,MAFRA,-62.1688572,-12.607055
 SC-MAJOR GERCINO,4477,421020, SC,MAJOR GERCINO,MAJOR GERCINO,-62.1688572,-12.607055
 SC-MAJOR VIEIRA,4478,421030, SC,MAJOR VIEIRA,MAJOR VIEIRA,-62.1688572,-12.607055
 SC-MARACAJÁ,4479,421040, SC,MARACAJÁ,MARACAJÁ,-62.1688572,-12.607055
 SC-MARAVILHA,4480,421050, SC,MARAVILHA,MARAVILHA,-62.1688572,-12.607055
 SC-MAREMA,4481,421055, SC,MAREMA,MAREMA,-62.1688572,-12.607055
 SC-MASSARANDUBA,4482,421060, SC,MASSARANDUBA,MASSARANDUBA,-62.1688572,-12.607055
 SC-MATOS COSTA,4483,421070, SC,MATOS COSTA,MATOS COSTA,-62.1688572,-12.607055
 SC-MELEIRO,4484,421080, SC,MELEIRO,MELEIRO,-62.1688572,-12.607055
 SC-MIRIM DOCE,4485,421085, SC,MIRIM DOCE,MIRIM DOCE,-62.1688572,-12.607055
 SC-MODELO,4486,421090, SC,MODELO,MODELO,-62.1688572,-12.607055
 SC-MONDAÍ,4487,421100, SC,MONDAÍ,MONDAÍ,-62.1688572,-12.607055
 SC-MONTE CARLO,4488,421105, SC,MONTE CARLO,MONTE CARLO,-62.1688572,-12.607055
 SC-MONTE CASTELO,4489,421110, SC,MONTE CASTELO,MONTE CASTELO,-62.1688572,-12.607055
 SC-MORRO DA FUMAÇA,4490,421120, SC,MORRO DA FUMAÇA,MORRO DA FUMAÇA,-62.1688572,-12.607055
 SC-MORRO GRANDE,4491,421125, SC,MORRO GRANDE,MORRO GRANDE,-62.1688572,-12.607055
 SC-NAVEGANTES,4492,421130, SC,NAVEGANTES,NAVEGANTES,-62.1688572,-12.607055
 SC-NOVA ERECHIM,4493,421140, SC,NOVA ERECHIM,NOVA ERECHIM,-62.1688572,-12.607055
 SC-NOVA ITABERABA,4494,421145, SC,NOVA ITABERABA,NOVA ITABERABA,-62.1688572,-12.607055
 SC-NOVA TRENTO,4495,421150, SC,NOVA TRENTO,NOVA TRENTO,-62.1688572,-12.607055
 SC-NOVA VENEZA,4496,421160, SC,NOVA VENEZA,NOVA VENEZA,-62.1688572,-12.607055
 SC-NOVO HORIZONTE,4497,421165, SC,NOVO HORIZONTE,NOVO HORIZONTE,-62.1688572,-12.607055
 SC-ORLEANS,4498,421170, SC,ORLEANS,ORLEANS,-62.1688572,-12.607055
 SC-OTACÍLIO COSTA,4499,421175, SC,OTACÍLIO COSTA,OTACÍLIO COSTA,-62.1688572,-12.607055
 SC-OURO,4500,421180, SC,OURO,OURO,-62.1688572,-12.607055
 SC-OURO VERDE,4501,421185, SC,OURO VERDE,OURO VERDE,-62.1688572,-12.607055
 SC-PAIAL,4502,421187, SC,PAIAL,PAIAL,-62.1688572,-12.607055
 SC-PAINEL,4503,421189, SC,PAINEL,PAINEL,-62.1688572,-12.607055
 SC-PALHOÇA,4504,421190, SC,PALHOÇA,PALHOÇA,-62.1688572,-12.607055
 SC-PALMA SOLA,4505,421200, SC,PALMA SOLA,PALMA SOLA,-62.1688572,-12.607055
 SC-PALMEIRA,4506,421205, SC,PALMEIRA,PALMEIRA,-62.1688572,-12.607055
 SC-PALMITOS,4507,421210, SC,PALMITOS,PALMITOS,-62.1688572,-12.607055
 SC-PAPANDUVA,4508,421220, SC,PAPANDUVA,PAPANDUVA,-62.1688572,-12.607055
 SC-PARAÍSO,4509,421223, SC,PARAÍSO,PARAÍSO,-62.1688572,-12.607055
 SC-PASSO DE TORRES,4510,421225, SC,PASSO DE TORRES,PASSO DE TORRES,-62.1688572,-12.607055
 SC-PASSOS MAIA,4511,421227, SC,PASSOS MAIA,PASSOS MAIA,-62.1688572,-12.607055
 SC-PAULO LOPES,4512,421230, SC,PAULO LOPES,PAULO LOPES,-62.1688572,-12.607055
 SC-PEDRAS GRANDES,4513,421240, SC,PEDRAS GRANDES,PEDRAS GRANDES,-62.1688572,-12.607055
 SC-PENHA,4514,421250, SC,PENHA,PENHA,-62.1688572,-12.607055
 SC-PERITIBA,4515,421260, SC,PERITIBA,PERITIBA,-62.1688572,-12.607055
 SC-PETROLÂNDIA,4516,421270, SC,PETROLÂNDIA,PETROLÂNDIA,-62.1688572,-12.607055
 SC-BALNEÁRIO PIÇARRAS,4517,421280, SC,BALNEÁRIO PIÇARRAS,BALNEÁRIO PIÇARRAS,-62.1688572,-12.607055
 SC-PINHALZINHO,4518,421290, SC,PINHALZINHO,PINHALZINHO,-62.1688572,-12.607055
 SC-PINHEIRO PRETO,4519,421300, SC,PINHEIRO PRETO,PINHEIRO PRETO,-62.1688572,-12.607055
 SC-PIRATUBA,4520,421310, SC,PIRATUBA,PIRATUBA,-62.1688572,-12.607055
 SC-PLANALTO ALEGRE,4521,421315, SC,PLANALTO ALEGRE,PLANALTO ALEGRE,-62.1688572,-12.607055
 SC-POMERODE,4522,421320, SC,POMERODE,POMERODE,-62.1688572,-12.607055
 SC-PONTE ALTA,4523,421330, SC,PONTE ALTA,PONTE ALTA,-62.1688572,-12.607055
 SC-PONTE ALTA DO NORTE,4524,421335, SC,PONTE ALTA DO NORTE,PONTE ALTA DO NORTE,-62.1688572,-12.607055
 SC-PONTE SERRADA,4525,421340, SC,PONTE SERRADA,PONTE SERRADA,-62.1688572,-12.607055
 SC-PORTO BELO,4526,421350, SC,PORTO BELO,PORTO BELO,-62.1688572,-12.607055
 SC-PORTO UNIÃO,4527,421360, SC,PORTO UNIÃO,PORTO UNIÃO,-62.1688572,-12.607055
 SC-POUSO REDONDO,4528,421370, SC,POUSO REDONDO,POUSO REDONDO,-62.1688572,-12.607055
 SC-PRAIA GRANDE,4529,421380, SC,PRAIA GRANDE,PRAIA GRANDE,-62.1688572,-12.607055
 SC-PRESIDENTE CASTELLO BRANCO,4530,421390, SC,PRESIDENTE CASTELLO BRANCO,PRESIDENTE CASTELLO BRANCO,-62.1688572,-12.607055
 SC-PRESIDENTE GETÚLIO,4531,421400, SC,PRESIDENTE GETÚLIO,PRESIDENTE GETÚLIO,-62.1688572,-12.607055
 SC-PRESIDENTE NEREU,4532,421410, SC,PRESIDENTE NEREU,PRESIDENTE NEREU,-62.1688572,-12.607055
 SC-PRINCESA,4533,421415, SC,PRINCESA,PRINCESA,-62.1688572,-12.607055
 SC-QUILOMBO,4534,421420, SC,QUILOMBO,QUILOMBO,-62.1688572,-12.607055
 SC-RANCHO QUEIMADO,4535,421430, SC,RANCHO QUEIMADO,RANCHO QUEIMADO,-62.1688572,-12.607055
 SC-RIO DAS ANTAS,4536,421440, SC,RIO DAS ANTAS,RIO DAS ANTAS,-62.1688572,-12.607055
 SC-RIO DO CAMPO,4537,421450, SC,RIO DO CAMPO,RIO DO CAMPO,-62.1688572,-12.607055
 SC-RIO DO OESTE,4538,421460, SC,RIO DO OESTE,RIO DO OESTE,-62.1688572,-12.607055
 SC-RIO DOS CEDROS,4539,421470, SC,RIO DOS CEDROS,RIO DOS CEDROS,-62.1688572,-12.607055
 SC-RIO DO SUL,4540,421480, SC,RIO DO SUL,RIO DO SUL,-62.1688572,-12.607055
 SC-RIO FORTUNA,4541,421490, SC,RIO FORTUNA,RIO FORTUNA,-62.1688572,-12.607055
 SC-RIO NEGRINHO,4542,421500, SC,RIO NEGRINHO,RIO NEGRINHO,-62.1688572,-12.607055
 SC-RIO RUFINO,4543,421505, SC,RIO RUFINO,RIO RUFINO,-62.1688572,-12.607055
 SC-RIQUEZA,4544,421507, SC,RIQUEZA,RIQUEZA,-62.1688572,-12.607055
 SC-RODEIO,4545,421510, SC,RODEIO,RODEIO,-62.1688572,-12.607055
 SC-ROMELÂNDIA,4546,421520, SC,ROMELÂNDIA,ROMELÂNDIA,-62.1688572,-12.607055
 SC-SALETE,4547,421530, SC,SALETE,SALETE,-62.1688572,-12.607055
 SC-SALTINHO,4548,421535, SC,SALTINHO,SALTINHO,-62.1688572,-12.607055
 SC-SALTO VELOSO,4549,421540, SC,SALTO VELOSO,SALTO VELOSO,-62.1688572,-12.607055
 SC-SANGÃO,4550,421545, SC,SANGÃO,SANGÃO,-62.1688572,-12.607055
 SC-SANTA CECÍLIA,4551,421550, SC,SANTA CECÍLIA,SANTA CECÍLIA,-62.1688572,-12.607055
 SC-SANTA HELENA,4552,421555, SC,SANTA HELENA,SANTA HELENA,-62.1688572,-12.607055
 SC-SANTA ROSA DE LIMA,4553,421560, SC,SANTA ROSA DE LIMA,SANTA ROSA DE LIMA,-62.1688572,-12.607055
 SC-SANTA ROSA DO SUL,4554,421565, SC,SANTA ROSA DO SUL,SANTA ROSA DO SUL,-62.1688572,-12.607055
 SC-SANTA TEREZINHA,4555,421567, SC,SANTA TEREZINHA,SANTA TEREZINHA,-62.1688572,-12.607055
 SC-SANTA TEREZINHA DO PROGRESSO,4556,421568, SC,SANTA TEREZINHA DO PROGRESSO,SANTA TEREZINHA DO PROGRESSO,-62.1688572,-12.607055
 SC-SANTIAGO DO SUL,4557,421569, SC,SANTIAGO DO SUL,SANTIAGO DO SUL,-62.1688572,-12.607055
 SC-SANTO AMARO DA IMPERATRIZ,4558,421570, SC,SANTO AMARO DA IMPERATRIZ,SANTO AMARO DA IMPERATRIZ,-62.1688572,-12.607055
 SC-SÃO BERNARDINO,4559,421575, SC,SÃO BERNARDINO,SÃO BERNARDINO,-62.1688572,-12.607055
 SC-SÃO BENTO DO SUL,4560,421580, SC,SÃO BENTO DO SUL,SÃO BENTO DO SUL,-62.1688572,-12.607055
 SC-SÃO BONIFÁCIO,4561,421590, SC,SÃO BONIFÁCIO,SÃO BONIFÁCIO,-62.1688572,-12.607055
 SC-SÃO CARLOS,4562,421600, SC,SÃO CARLOS,SÃO CARLOS,-62.1688572,-12.607055
 SC-SÃO CRISTOVÃO DO SUL,4563,421605, SC,SÃO CRISTOVÃO DO SUL,SÃO CRISTOVÃO DO SUL,-62.1688572,-12.607055
 SC-SÃO DOMINGOS,4564,421610, SC,SÃO DOMINGOS,SÃO DOMINGOS,-62.1688572,-12.607055
 SC-SÃO FRANCISCO DO SUL,4565,421620, SC,SÃO FRANCISCO DO SUL,SÃO FRANCISCO DO SUL,-62.1688572,-12.607055
 SC-SÃO JOÃO DO OESTE,4566,421625, SC,SÃO JOÃO DO OESTE,SÃO JOÃO DO OESTE,-62.1688572,-12.607055
 SC-SÃO JOÃO BATISTA,4567,421630, SC,SÃO JOÃO BATISTA,SÃO JOÃO BATISTA,-62.1688572,-12.607055
 SC-SÃO JOÃO DO ITAPERIÚ,4568,421635, SC,SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO ITAPERIÚ,-62.1688572,-12.607055
 SC-SÃO JOÃO DO SUL,4569,421640, SC,SÃO JOÃO DO SUL,SÃO JOÃO DO SUL,-62.1688572,-12.607055
 SC-SÃO JOAQUIM,4570,421650, SC,SÃO JOAQUIM,SÃO JOAQUIM,-62.1688572,-12.607055
 SC-SÃO JOSÉ,4571,421660, SC,SÃO JOSÉ,SÃO JOSÉ,-62.1688572,-12.607055
 SC-SÃO JOSÉ DO CEDRO,4572,421670, SC,SÃO JOSÉ DO CEDRO,SÃO JOSÉ DO CEDRO,-62.1688572,-12.607055
 SC-SÃO JOSÉ DO CERRITO,4573,421680, SC,SÃO JOSÉ DO CERRITO,SÃO JOSÉ DO CERRITO,-62.1688572,-12.607055
 SC-SÃO LOURENÇO DO OESTE,4574,421690, SC,SÃO LOURENÇO DO OESTE,SÃO LOURENÇO DO OESTE,-62.1688572,-12.607055
 SC-SÃO LUDGERO,4575,421700, SC,SÃO LUDGERO,SÃO LUDGERO,-62.1688572,-12.607055
 SC-SÃO MARTINHO,4576,421710, SC,SÃO MARTINHO,SÃO MARTINHO,-62.1688572,-12.607055
 SC-SÃO MIGUEL DA BOA VISTA,4577,421715, SC,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DA BOA VISTA,-62.1688572,-12.607055
 SC-SÃO MIGUEL DO OESTE,4578,421720, SC,SÃO MIGUEL DO OESTE,SÃO MIGUEL DO OESTE,-62.1688572,-12.607055
 SC-SÃO PEDRO DE ALCÂNTARA,4579,421725, SC,SÃO PEDRO DE ALCÂNTARA,SÃO PEDRO DE ALCÂNTARA,-62.1688572,-12.607055
 SC-SAUDADES,4580,421730, SC,SAUDADES,SAUDADES,-62.1688572,-12.607055
 SC-SCHROEDER,4581,421740, SC,SCHROEDER,SCHROEDER,-62.1688572,-12.607055
 SC-SEARA,4582,421750, SC,SEARA,SEARA,-62.1688572,-12.607055
 SC-SERRA ALTA,4583,421755, SC,SERRA ALTA,SERRA ALTA,-62.1688572,-12.607055
